card_id,edition,edition_status,match_number,match_id,date_utc,stage,team_id,team,opponent,player_id,player,card_type,minute_label,t_min,period,event_scope,nominal_basis_min,t_end_min,reset_window,base_horizon,effective_horizon,accumulation_role,paired_card_id,stop_scope,stop_card_id,stop_match_number,stop_t_min,stop_gap_fixtures,nominal_remainder_min,exp_match_min_rho_1,exp_match_min_rho_1_5,exp_match_min_rho_2,source_url,source_archive
2018-006-17053800001287,2018,final,6,300331528,2018-06-16T16:00:00Z,group,43941,Denmark,Peru,336133,YURARY,Y,90'+3',93,5,in_play,90,96,pre_quarter_final_reset,4,1,accumulation_first_caution,2018-022-17054000000590,cross_match,2018-022-17054000000590,22,37,0,0,3,3,3,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331528?language=en,data/raw/2018/fifa/timelines/m006_300331528.json
2018-008-17054400000482,2018,final,8,300331523,2018-06-16T19:00:00Z,group,43938,Croatia,Nigeria,296633,RAKITIĆ,Y,30',30,3,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,60,65,65,65,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331523?language=en,data/raw/2018/fifa/timelines/m008_300331523.json
2018-008-17054400001046,2018,final,8,300331523,2018-06-16T19:00:00Z,group,43876,Nigeria,Croatia,395529,EKONG,Y,70',70,5,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,20,25,25,25,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331523?language=en,data/raw/2018/fifa/timelines/m008_300331523.json
2018-008-17054400001260,2018,final,8,300331523,2018-06-16T19:00:00Z,group,43938,Croatia,Nigeria,380000,BROZOVIĆ,Y,89',89,5,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,1,6,6,6,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331523?language=en,data/raw/2018/fifa/timelines/m008_300331523.json
2018-009-17055000000522,2018,final,9,300331525,2018-06-17T18:00:00Z,group,43971,Switzerland,Brazil,196605,LICHTSTEINER,Y,31',31,3,in_play,90,97,pre_quarter_final_reset,4,2,accumulation_first_caution,2018-042-17055400000562,cross_match,2018-042-17055400000562,42,37,1,59,66,66,66,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331525?language=en,data/raw/2018/fifa/timelines/m009_300331525.json
2018-009-17055000000838,2018,final,9,300331525,2018-06-17T18:00:00Z,group,43924,Brazil,Switzerland,308386,CASEMIRO,Y,47',47,5,in_play,90,97,pre_quarter_final_reset,4,3,accumulation_first_caution,2018-053-17058100000888,cross_match,2018-053-17058100000888,53,60,2,43,50,50,50,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331525?language=en,data/raw/2018/fifa/timelines/m009_300331525.json
2018-009-17055000001137,2018,final,9,300331525,2018-06-17T18:00:00Z,group,43971,Switzerland,Brazil,356411,SCHÄR,Y,65',65,5,in_play,90,97,pre_quarter_final_reset,4,2,accumulation_first_caution,2018-042-17055400001310,cross_match,2018-042-17055400001310,42,83,1,25,32,32,32,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331525?language=en,data/raw/2018/fifa/timelines/m009_300331525.json
2018-009-17055000001166,2018,final,9,300331525,2018-06-17T18:00:00Z,group,43971,Switzerland,Brazil,216627,BEHRAMI,Y,68',68,5,in_play,90,97,pre_quarter_final_reset,4,3,accumulation_first_caution,2018-055-17058300000934,cross_match,2018-055-17058300000934,55,61,2,22,29,29,29,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331525?language=en,data/raw/2018/fifa/timelines/m009_300331525.json
2018-010-17054900000357,2018,final,10,300331529,2018-06-17T12:00:00Z,group,43901,Costa Rica,Serbia,339797,F. CALVO,Y,22',22,3,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,68,76,76,76,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331529?language=en,data/raw/2018/fifa/timelines/m010_300331529.json
2018-010-17054900000887,2018,final,10,300331529,2018-06-17T12:00:00Z,group,43901,Costa Rica,Serbia,270143,D. GUZMAN,Y,56',56,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,34,42,42,42,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331529?language=en,data/raw/2018/fifa/timelines/m010_300331529.json
2018-010-17054900000924,2018,final,10,300331529,2018-06-17T12:00:00Z,group,1902465,Serbia,Costa Rica,214388,IVANOVIĆ,Y,59',59,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,31,39,39,39,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331529?language=en,data/raw/2018/fifa/timelines/m010_300331529.json
2018-010-17054900001470,2018,final,10,300331529,2018-06-17T12:00:00Z,group,1902465,Serbia,Costa Rica,294103,PRIJOVIĆ,Y,90'+8',98,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,0,0,0,0,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331529?language=en,data/raw/2018/fifa/timelines/m010_300331529.json
2018-011-17055500001322,2018,final,11,300331502,2018-06-17T15:00:00Z,group,43948,Germany,Mexico,321722,MÜLLER,Y,83',83,5,in_play,90,94,pre_quarter_final_reset,4,4,single_caution,,,,,,,7,11,11,11,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331502?language=en,data/raw/2018/fifa/timelines/m011_300331502.json
2018-011-17055500001352,2018,final,11,300331502,2018-06-17T15:00:00Z,group,43948,Germany,Mexico,311150,HUMMELS,Y,84',84,5,in_play,90,94,pre_quarter_final_reset,4,4,single_caution,,,,,,,6,10,10,10,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331502?language=en,data/raw/2018/fifa/timelines/m011_300331502.json
2018-011-17055500001426,2018,final,11,300331502,2018-06-17T15:00:00Z,group,43911,Mexico,Germany,329092,H. HERRERA,Y,90',90,5,in_play,90,94,pre_quarter_final_reset,4,3,accumulation_first_caution,2018-053-17058100000815,cross_match,2018-053-17058100000815,53,55,2,0,4,4,4,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331502?language=en,data/raw/2018/fifa/timelines/m011_300331502.json
2018-012-17055600000184,2018,final,12,300331499,2018-06-18T12:00:00Z,group,43822,Korea Republic,Sweden,321745,S W KIM,Y,13',13,3,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,77,82,82,82,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331499?language=en,data/raw/2018/fifa/timelines/m012_300331499.json
2018-012-17055600000880,2018,final,12,300331499,2018-06-18T12:00:00Z,group,43822,Korea Republic,Sweden,395083,H C HWANG,Y,55',55,5,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,35,40,40,40,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331499?language=en,data/raw/2018/fifa/timelines/m012_300331499.json
2018-012-17055600000939,2018,final,12,300331499,2018-06-18T12:00:00Z,group,43970,Sweden,Korea Republic,401465,CLAESSON,Y,61',61,5,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,29,34,34,34,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331499?language=en,data/raw/2018/fifa/timelines/m012_300331499.json
2018-013-17056100000246,2018,final,13,300331539,2018-06-18T15:00:00Z,group,43935,Belgium,Panama,358122,MEUNIER,Y,14',14,3,in_play,90,95,pre_quarter_final_reset,4,4,accumulation_first_caution,2018-058-17058600001112,cross_match,2018-058-17058600001112,58,71,3,76,81,81,81,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000323,2018,final,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,337232,DAVIS,Y,18',18,3,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,72,77,77,77,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000729,2018,final,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,400416,BARCENAS,Y,45'+2',47,3,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,43,48,48,48,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000791,2018,final,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,267700,COOPER,Y,49',49,5,in_play,90,95,pre_quarter_final_reset,4,1,accumulation_first_caution,2018-030-17056400000115,cross_match,2018-030-17056400000115,30,10,0,41,46,46,46,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000827,2018,final,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,385031,MURILLO,Y,51',51,5,in_play,90,95,pre_quarter_final_reset,4,1,accumulation_first_caution,2018-030-17056400001019,cross_match,2018-030-17056400001019,30,72,0,39,44,44,44,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000908,2018,final,13,300331539,2018-06-18T15:00:00Z,group,43935,Belgium,Panama,290904,VERTONGHEN,Y,59',59,5,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,31,36,36,36,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100001322,2018,final,13,300331539,2018-06-18T15:00:00Z,group,43935,Belgium,Panama,358120,DE BRUYNE,Y,88',88,5,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,2,7,7,7,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-014-17056200000455,2018,final,14,300331554,2018-06-18T18:00:00Z,group,43942,England,Tunisia,356750,WALKER,Y,34',34,3,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,56,61,61,61,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331554?language=en,data/raw/2018/fifa/timelines/m014_300331554.json
2018-015-17056700000212,2018,final,15,300331545,2018-06-19T15:00:00Z,group,43962,Poland,Senegal,269735,KRYCHOWIAK,Y,12',12,3,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,78,83,83,83,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331545?language=en,data/raw/2018/fifa/timelines/m015_300331545.json
2018-015-17056700000805,2018,final,15,300331545,2018-06-19T15:00:00Z,group,43879,Senegal,Poland,370169,S. SANE,Y,49',49,5,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,41,46,46,46,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331545?language=en,data/raw/2018/fifa/timelines/m015_300331545.json
2018-015-17056700001096,2018,final,15,300331545,2018-06-19T15:00:00Z,group,43879,Senegal,Poland,332314,GANA,Y,72',72,5,in_play,90,95,pre_quarter_final_reset,4,4,single_caution,,,,,,,18,23,23,23,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331545?language=en,data/raw/2018/fifa/timelines/m015_300331545.json
2018-016-17056800000070,2018,final,16,300331550,2018-06-19T12:00:00Z,group,43926,Colombia,Japan,280487,C. SANCHEZ,R,4',4,3,in_play,90,96,pre_quarter_final_reset,0,0,dismissal,,,,,,,86,92,138,184,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331550?language=en,data/raw/2018/fifa/timelines/m016_300331550.json
2018-016-17056800001015,2018,final,16,300331550,2018-06-19T12:00:00Z,group,43926,Colombia,Japan,394377,BARRIOS,Y,64',64,5,in_play,90,96,pre_quarter_final_reset,4,3,accumulation_first_caution,2018-056-17058400000602,cross_match,2018-056-17058400000602,56,41,2,26,32,32,32,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331550?language=en,data/raw/2018/fifa/timelines/m016_300331550.json
2018-016-17056800001322,2018,final,16,300331550,2018-06-19T12:00:00Z,group,43926,Colombia,Japan,269058,JAMES,Y,86',86,5,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,4,10,10,10,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331550?language=en,data/raw/2018/fifa/timelines/m016_300331550.json
2018-017-17052700000926,2018,final,17,300331495,2018-06-19T18:00:00Z,group,43855,Egypt,Russia,363863,M. TREZIGUET,Y,57',57,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,33,38,38,38,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331495?language=en,data/raw/2018/fifa/timelines/m017_300331495.json
2018-017-17052700001303,2018,final,17,300331495,2018-06-19T18:00:00Z,group,43965,Russia,Egypt,358871,SMOLOV,Y,84',84,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,6,11,11,11,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331495?language=en,data/raw/2018/fifa/timelines/m017_300331495.json
2018-019-17053300000649,2018,final,19,300331511,2018-06-20T12:00:00Z,group,43872,Morocco,Portugal,305954,BENATIA,Y,40',40,3,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,50,56,56,56,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331511?language=en,data/raw/2018/fifa/timelines/m019_300331511.json
2018-019-17053300001474,2018,final,19,300331511,2018-06-20T12:00:00Z,group,43963,Portugal,Morocco,319491,ADRIEN,Y,90'+2',92,5,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,4,4,4,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331511?language=en,data/raw/2018/fifa/timelines/m019_300331511.json
2018-020-17053400001233,2018,final,20,300331496,2018-06-20T18:00:00Z,group,43817,Iran,Spain,384795,V. AMIRI,Y,79',79,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,11,16,16,16,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331496?language=en,data/raw/2018/fifa/timelines/m020_300331496.json
2018-020-17053400001479,2018,final,20,300331496,2018-06-20T18:00:00Z,group,43817,Iran,Spain,346735,OMID,Y,90'+2',92,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,3,3,3,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331496?language=en,data/raw/2018/fifa/timelines/m020_300331496.json
2018-021-17053900000276,2018,final,21,300331527,2018-06-21T15:00:00Z,group,43946,France,Peru,358014,MATUIDI,Y,16',16,3,in_play,90,95,pre_quarter_final_reset,3,2,accumulation_first_caution,2018-050-17057700001021,cross_match,2018-050-17057700001021,50,72,1,74,79,79,79,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331527?language=en,data/raw/2018/fifa/timelines/m021_300331527.json
2018-021-17053900000377,2018,final,21,300331527,2018-06-21T15:00:00Z,group,43929,Peru,France,225497,GUERRERO,Y,23',23,3,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,67,72,72,72,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331527?language=en,data/raw/2018/fifa/timelines/m021_300331527.json
2018-021-17053900001329,2018,final,21,300331527,2018-06-21T15:00:00Z,group,43929,Peru,France,397696,AQUINO,Y,81',81,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,9,14,14,14,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331527?language=en,data/raw/2018/fifa/timelines/m021_300331527.json
2018-021-17053900001407,2018,final,21,300331527,2018-06-21T15:00:00Z,group,43946,France,Peru,367388,POGBA,Y,86',86,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,4,9,9,9,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331527?language=en,data/raw/2018/fifa/timelines/m021_300331527.json
2018-022-17054000000590,2018,final,22,300331518,2018-06-21T12:00:00Z,group,43941,Denmark,Australia,336133,YURARY,Y,37',37,3,in_play,90,94,pre_quarter_final_reset,3,0,accumulation_trigger,2018-006-17053800001287,,,,,,53,57,57,57,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331518?language=en,data/raw/2018/fifa/timelines/m022_300331518.json
2018-023-17054500000584,2018,final,23,300331513,2018-06-21T18:00:00Z,group,43938,Croatia,Argentina,369058,REBIĆ,Y,39',39,3,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,51,56,56,56,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500000856,2018,final,23,300331513,2018-06-21T18:00:00Z,group,43922,Argentina,Croatia,266796,MERCADO,Y,51',51,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,39,44,44,44,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500000931,2018,final,23,300331513,2018-06-21T18:00:00Z,group,43938,Croatia,Argentina,375518,MANDŽUKIĆ,Y,58',58,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,32,37,37,37,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500001072,2018,final,23,300331513,2018-06-21T18:00:00Z,group,43938,Croatia,Argentina,336485,VRSALJKO,Y,67',67,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,23,28,28,28,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500001334,2018,final,23,300331513,2018-06-21T18:00:00Z,group,43922,Argentina,Croatia,310116,OTAMENDI,Y,85',85,5,in_play,90,95,pre_quarter_final_reset,3,2,accumulation_first_caution,2018-050-17057700001373,cross_match,2018-050-17057700001373,50,93,1,5,10,10,10,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500001343,2018,final,23,300331513,2018-06-21T18:00:00Z,group,43922,Argentina,Croatia,401204,ACUÑA,Y,87',87,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,3,8,8,8,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500001433,2018,final,23,300331513,2018-06-21T18:00:00Z,group,43938,Croatia,Argentina,297373,ĆORLUKA,Y,90'+4',94,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,1,1,1,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-024-17054600000631,2018,final,24,300331497,2018-06-22T15:00:00Z,group,43876,Nigeria,Iceland,411700,IDOWU,Y,44',44,3,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,46,53,53,53,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331497?language=en,data/raw/2018/fifa/timelines/m024_300331497.json
2018-025-17055100001385,2018,final,25,300331540,2018-06-22T12:00:00Z,group,43924,Brazil,Costa Rica,308366,P. COUTINHO,Y,81',81,5,in_play,90,99,pre_quarter_final_reset,3,3,single_caution,,,,,,,9,18,18,18,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331540?language=en,data/raw/2018/fifa/timelines/m025_300331540.json
2018-026-17055200000510,2018,final,26,300340183,2018-06-22T18:00:00Z,group,1902465,Serbia,Switzerland,385545,SERGEJ,Y,33',33,3,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,57,63,63,63,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-026-17055200000588,2018,final,26,300340183,2018-06-22T18:00:00Z,group,1902465,Serbia,Switzerland,365641,MILIVOJEVIĆ,Y,39',39,3,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,51,57,57,57,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-026-17055200000689,2018,final,26,300340183,2018-06-22T18:00:00Z,group,1902465,Serbia,Switzerland,310082,MATIĆ,Y,45'+2',47,3,in_play,90,96,pre_quarter_final_reset,3,1,accumulation_first_caution,2018-041-17055300000831,cross_match,2018-041-17055300000831,41,48,0,43,49,49,49,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-026-17055200001306,2018,final,26,300340183,2018-06-22T18:00:00Z,group,1902465,Serbia,Switzerland,370456,MITROVIĆ,Y,87',87,5,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,3,9,9,9,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-026-17055200001352,2018,final,26,300340183,2018-06-22T18:00:00Z,group,43971,Switzerland,Serbia,321653,SHAQIRI,Y,90'+1',91,5,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,5,5,5,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-027-17055700000806,2018,final,27,300331501,2018-06-23T18:00:00Z,group,43970,Sweden,Germany,360340,EKDAL,Y,52',52,5,in_play,90,98,pre_quarter_final_reset,3,3,single_caution,,,,,,,38,46,46,46,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331501?language=en,data/raw/2018/fifa/timelines/m027_300331501.json
2018-027-17055700001108,2018,final,27,300331501,2018-06-23T18:00:00Z,group,43948,Germany,Sweden,299442,BOATENG,Y,71',71,5,in_play,90,98,pre_quarter_final_reset,3,0,same_match_first_caution,2018-027-17055700001234,same_match,2018-027-17055700001234,27,82,0,19,27,27,27,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331501?language=en,data/raw/2018/fifa/timelines/m027_300331501.json
2018-027-17055700001234,2018,final,27,300331501,2018-06-23T18:00:00Z,group,43948,Germany,Sweden,299442,BOATENG,Y2,82',82,5,in_play,90,98,pre_quarter_final_reset,0,0,dismissal,2018-027-17055700001108,,,,,,8,16,24,32,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331501?language=en,data/raw/2018/fifa/timelines/m027_300331501.json
2018-027-17055700001413,2018,final,27,300331501,2018-06-23T18:00:00Z,group,43970,Sweden,Germany,214675,LARSSON,Y,90'+7',97,5,in_play,90,98,pre_quarter_final_reset,3,1,accumulation_first_caution,2018-044-17055900000366,cross_match,2018-044-17055900000366,44,26,0,0,1,1,1,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331501?language=en,data/raw/2018/fifa/timelines/m027_300331501.json
2018-028-17055800000814,2018,final,28,300331549,2018-06-23T15:00:00Z,group,43822,Korea Republic,Mexico,375754,Y G KIM,Y,58',58,5,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,32,38,38,38,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331549?language=en,data/raw/2018/fifa/timelines/m028_300331549.json
2018-028-17055800000902,2018,final,28,300331549,2018-06-23T15:00:00Z,group,43822,Korea Republic,Mexico,363578,Y LEE,Y,63',63,5,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,27,33,33,33,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331549?language=en,data/raw/2018/fifa/timelines/m028_300331549.json
2018-028-17055800000988,2018,final,28,300331549,2018-06-23T15:00:00Z,group,43822,Korea Republic,Mexico,390081,S W LEE,Y,72',72,5,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,18,24,24,24,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331549?language=en,data/raw/2018/fifa/timelines/m028_300331549.json
2018-028-17055800001091,2018,final,28,300331549,2018-06-23T15:00:00Z,group,43822,Korea Republic,Mexico,356534,W Y JUNG,Y,80',80,5,in_play,90,96,pre_quarter_final_reset,3,1,accumulation_first_caution,2018-043-17056000000151,cross_match,2018-043-17056000000151,43,9,0,10,16,16,16,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331549?language=en,data/raw/2018/fifa/timelines/m028_300331549.json
2018-030-17056400000115,2018,final,30,300331546,2018-06-24T12:00:00Z,group,43914,Panama,England,267700,COOPER,Y,10',10,3,in_play,90,95,pre_quarter_final_reset,3,0,accumulation_trigger,2018-013-17056100000791,,,,,,80,85,85,85,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331546?language=en,data/raw/2018/fifa/timelines/m030_300331546.json
2018-030-17056400000267,2018,final,30,300331546,2018-06-24T12:00:00Z,group,43942,England,Panama,411303,LOFTUS-CHEEK,Y,23',23,3,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,67,72,72,72,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331546?language=en,data/raw/2018/fifa/timelines/m030_300331546.json
2018-030-17056400001019,2018,final,30,300331546,2018-06-24T12:00:00Z,group,43914,Panama,England,385031,MURILLO,Y,72',72,5,in_play,90,95,pre_quarter_final_reset,3,0,accumulation_trigger,2018-013-17056100000827,,,,,,18,23,23,23,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331546?language=en,data/raw/2018/fifa/timelines/m030_300331546.json
2018-031-17057000001031,2018,final,31,300331508,2018-06-24T18:00:00Z,group,43962,Poland,Colombia,406995,BEDNAREK,Y,61',61,5,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,29,35,35,35,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331508?language=en,data/raw/2018/fifa/timelines/m031_300331508.json
2018-031-17057000001366,2018,final,31,300331508,2018-06-24T18:00:00Z,group,43962,Poland,Colombia,402079,GÓRALSKI,Y,85',85,5,in_play,90,96,pre_quarter_final_reset,3,3,single_caution,,,,,,,5,11,11,11,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331508?language=en,data/raw/2018/fifa/timelines/m031_300331508.json
2018-032-17056900000829,2018,final,32,300331505,2018-06-24T15:00:00Z,group,43879,Senegal,Japan,336000,NIANG,Y,59',59,5,in_play,90,95,pre_quarter_final_reset,3,1,accumulation_first_caution,2018-048-17057100000709,cross_match,2018-048-17057100000709,48,51,0,31,36,36,36,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-032-17056900000953,2018,final,32,300331505,2018-06-24T15:00:00Z,group,43819,Japan,Senegal,271255,INUI,Y,68',68,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,22,27,27,27,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-032-17056900001227,2018,final,32,300331505,2018-06-24T15:00:00Z,group,43879,Senegal,Japan,368848,SABALY,Y,90',90,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,5,5,5,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-032-17056900001235,2018,final,32,300331505,2018-06-24T15:00:00Z,group,43879,Senegal,Japan,395925,CH. NDOYE,Y,90'+1',91,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,4,4,4,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-032-17056900001296,2018,final,32,300331505,2018-06-24T15:00:00Z,group,43819,Japan,Senegal,289027,HASEBE,Y,90'+4',94,5,in_play,90,95,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,1,1,1,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
