suspension_id,edition,team_id,team,player_id,player,trigger_type,trigger_card_id,trigger_match_number,trigger_match_id,trigger_stage,service_match_number,service_match_id,service_stage,service_nominal_minutes,service_status,lineup_status,rule_source_url,lineup_source_url,lineup_source_archive,audit_note,decision_type,decision_status,decision_source_url,decision_source_archive,decision_note
2022-047-18189200000832-accumulation-pending,2022,1902465,Serbia,430069,PAVLOVIĆ,accumulation,2022-047-18189200000832,47,400235486,group,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-054-18190500000711-accumulation-pending,2022,43822,Korea Republic,356534,W Y JUNG,accumulation,2022-054-18190500000711,54,400128133,round_of_16,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-040-18186800001321-accumulation-pending,2022,43835,Saudi Arabia,403312,ALAMRI,accumulation,2022-040-18186800001321,40,400235460,group,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-048-18189300001384-dismissal-pending,2022,43849,Cameroon,323698,ABOUBAKAR,dismissal,2022-048-18189300001384,48,400235483,group,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-048-18189300000512-accumulation-pending,2022,43849,Cameroon,401789,FAÏ,accumulation,2022-048-18189300000512,48,400235483,group,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-045-18189800001639-accumulation-pending,2022,43860,Ghana,448522,SEIDU,accumulation,2022-045-18189800001639,45,400235494,group,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-057-18190900001976-dismissal-pending,2022,43960,Netherlands,436612,DUMFRIES,dismissal,2022-057-18190900001976,57,400128139,quarter_final,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-052-18190200001442-accumulation-pending,2022,43962,Poland,436691,CASH,accumulation,2022-052-18190200001442,52,400128135,round_of_16,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-056-18190700000640-accumulation-pending,2022,43971,Switzerland,356411,SCHÄR,accumulation,2022-056-18190700000640,56,400128130,round_of_16,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-050-18190100000675-accumulation-pending,2022,43976,Australia,331149,DEGENEK,accumulation,2022-050-18190100000675,50,400128131,round_of_16,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2022-050-18190100000292-accumulation-pending,2022,43976,Australia,355775,IRVINE,accumulation,2022-050-18190100000292,50,400128131,round_of_16,,,,,pending,,https://www.fifa.com/en/articles/ten-queries-about-qatar-2022-world-cup,,,No later observed team match within the edition cutoff.,,,,,
2026-001-1686141993-dismissal-service-M25,2026,43883,South Africa,390475,Sphephelo SITHOLE,dismissal,2026-001-1686141993,1,400021443,group,25,400021440,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021440?language=en,data/raw/2026/fifa/live/m025_400021440.json,Next observed official lineup records the player as absent.,,,,,
2026-001-1759804476-dismissal-service-M25,2026,43883,South Africa,395984,Themba ZWANE,dismissal,2026-001-1759804476,1,400021443,group,25,400021440,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021440?language=en,data/raw/2026/fifa/live/m025_400021440.json,The sourced service match is confirmed by an absent official lineup record.,extended_suspension,served,https://www.uol.com.br/esporte/ultimas-noticias/reuters/2026/06/17/meia-da-africa-do-sul-e-suspenso-por-tres-jogos-na-copa-do-mundo.htm,data/raw/manual/sanction-decisions.csv,FIFA extended the automatic red-card suspension to three matches
2026-001-2125180985-dismissal-service-M28,2026,43911,Mexico,395516,Cesar MONTES,dismissal,2026-001-2125180985,1,400021443,group,28,400021442,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021442?language=en,data/raw/2026/fifa/live/m028_400021442.json,Next observed official lineup records the player as absent.,,,,,
2026-027-1829964964-dismissal-service-M52,2026,43834,Qatar,386348,ASSIM MADIBO,dismissal,2026-027-1829964964,27,400021450,group,52,400021448,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021448?language=en,data/raw/2026/fifa/live/m052_400021448.json,Next observed official lineup records the player as absent.,,,,,
2026-027-1705895087-dismissal-service-M52,2026,43834,Qatar,419441,HOMAM AHMED,dismissal,2026-027-1705895087,27,400021450,group,52,400021448,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021448?language=en,data/raw/2026/fifa/live/m052_400021448.json,Next observed official lineup records the player as absent.,,,,,
2026-026-962013309-dismissal-service-M52,2026,44037,Bosnia and Herzegovina,484022,Tarik MUHAREMOVIC,dismissal,2026-026-962013309,26,400021446,group,52,400021448,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021448?language=en,data/raw/2026/fifa/live/m052_400021448.json,Next observed official lineup records the player as absent.,,,,,
2026-001-1759804476-dismissal-service-M54,2026,43883,South Africa,395984,Themba ZWANE,dismissal,2026-001-1759804476,1,400021443,group,54,400021445,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021445?language=en,data/raw/2026/fifa/live/m054_400021445.json,The sourced service match is confirmed by an absent official lineup record.,extended_suspension,served,https://www.uol.com.br/esporte/ultimas-noticias/reuters/2026/06/17/meia-da-africa-do-sul-e-suspenso-por-tres-jogos-na-copa-do-mundo.htm,data/raw/manual/sanction-decisions.csv,FIFA extended the automatic red-card suspension to three matches
2026-025-902040606-accumulation-service-M54,2026,43883,South Africa,403616,Teboho MOKOENA,accumulation,2026-025-902040606,25,400021440,group,54,400021445,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021445?language=en,data/raw/2026/fifa/live/m054_400021445.json,Next observed official lineup records the player as absent.,,,,,
2026-031-1119347940-dismissal-service-M60,2026,43928,Paraguay,369761,Miguel ALMIRON,dismissal,2026-031-1119347940,31,400021460,group,60,400021461,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021461?language=en,data/raw/2026/fifa/live/m060_400021461.json,Next observed official lineup records the player as absent.,,,,,
2026-039-584966252-dismissal-service-M64,2026,43935,Belgium,514166,Nathan NGOY,dismissal,2026-039-584966252,39,400021477,group,64,400021481,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021481?language=en,data/raw/2026/fifa/live/m064_400021481.json,Next observed official lineup records the player as absent.,,,,,
2026-037-1956965508-accumulation-service-M65,2026,43850,Cabo Verde,477832,SIDNY LOPES CABRAL,accumulation,2026-037-1956965508,37,400021487,group,65,400021485,group,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289273/400021485?language=en,data/raw/2026/fifa/live/m065_400021485.json,Next observed official lineup records the player as absent.,,,,,
2026-001-1759804476-dismissal-service-M73,2026,43883,South Africa,395984,Themba ZWANE,dismissal,2026-001-1759804476,1,400021443,group,73,400021518,round_of_32,90,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021518?language=en,data/raw/2026/fifa/live/m073_400021518.json,The sourced service match is confirmed by an absent official lineup record.,extended_suspension,served,https://www.uol.com.br/esporte/ultimas-noticias/reuters/2026/06/17/meia-da-africa-do-sul-e-suspenso-por-tres-jogos-na-copa-do-mundo.htm,data/raw/manual/sanction-decisions.csv,FIFA extended the automatic red-card suspension to three matches
2026-060-613007745-accumulation-service-M74,2026,43928,Paraguay,463128,Diego GOMEZ,accumulation,2026-060-613007745,60,400021461,group,74,400021513,round_of_32,120,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021513?language=en,data/raw/2026/fifa/live/m074_400021513.json,Next observed official lineup records the player as absent.,,,,,
2026-063-1004363147-accumulation-service-M88,2026,43855,Egypt,433469,MOHANAD LASHIN,accumulation,2026-063-1004363147,63,400021479,group,88,400021515,round_of_32,120,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021515?language=en,data/raw/2026/fifa/live/m088_400021515.json,Next observed official lineup records the player as absent.,,,,,
2026-081-1246412996-dismissal-service-M94,2026,43921,USA,466624,Folarin BALOGUN,dismissal,2026-081-1246412996,81,400021524,round_of_32,94,400021534,round_of_16,90,deferred,starter,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289288/400021534?language=en,data/raw/2026/fifa/live/m094_400021534.json,The sourced decision deferred execution; no served term is added.,deferred_suspension,deferred,https://www.fifa.com/fr/tournaments/mens/worldcup/canadamexicousa2026/articles/folarin-balogun-etats-unis-disponible-contre-belgique,data/raw/manual/sanction-decisions.csv,FIFA suspended application of the automatic one-match ban for a one-year probationary period
2026-092-1977498691-dismissal-service-M99,2026,43942,England,463809,Jarell QUANSAH,dismissal,2026-092-1977498691,92,400021531,round_of_16,99,400021539,quarter_final,120,served,absent,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,https://api.fifa.com/api/v3/live/football/17/285023/289289/400021539?language=en,data/raw/2026/fifa/live/m099_400021539.json,The sourced service match is confirmed by an absent official lineup record.,extended_suspension,served,https://www.fourfourtwo.com/person/player/englands-jarell-quansah-handed-two-game-ban-for-mexico-red-card,data/raw/manual/sanction-decisions.csv,FIFA imposed a two-match ban; M99 is the only service match inside the M1-M100 cutoff and the remaining term is out of scope
2026-055-188552307-accumulation-pending,2026,1895293,Curaçao,466317,Juninho BACUNA,accumulation,2026-055-188552307,55,400021468,group,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-055-669123713-accumulation-pending,2026,1895293,Curaçao,466372,Gervane KASTANEER,accumulation,2026-055-669123713,55,400021468,group,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-063-227391894-accumulation-pending,2026,43817,IR Iran,371736,Saeid EZATOLAHI,accumulation,2026-063-227391894,63,400021479,group,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-062-228100121-dismissal-pending,2026,43818,Iraq,396158,REBIN SULAKA,dismissal,2026-062-228100121,62,400021493,group,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-062-1214663806-accumulation-pending,2026,43818,Iraq,433074,AMIR ALAMMARI,accumulation,2026-062-1214663806,62,400021493,group,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-052-1025229946-accumulation-pending,2026,43834,Qatar,433394,AHMED FATHY,accumulation,2026-052-1025229946,52,400021448,group,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-095-138560597-accumulation-pending,2026,43855,Egypt,424106,HAISSEM HASSAN,accumulation,2026-095-138560597,95,400021528,round_of_16,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-097-1774618642-accumulation-pending,2026,43872,Morocco,403083,Issa DIOP,accumulation,2026-097-1774618642,97,400021536,quarter_final,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-079-1691284688-dismissal-pending,2026,43927,Ecuador,424031,Piero HINCAPIE,dismissal,2026-079-1691284688,79,400021520,round_of_32,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-066-850320676-dismissal-pending,2026,43930,Uruguay,402876,Agustin CANOBBIO,dismissal,2026-066-850320676,66,400021484,group,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-100-819309696-dismissal-pending,2026,43971,Switzerland,393480,Breel EMBOLO,dismissal,2026-100-819309696,100,400021537,quarter_final,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
2026-072-864110785-accumulation-pending,2026,44005,Uzbekistan,464924,Abdukodir KHUSANOV,accumulation,2026-072-864110785,72,400021500,group,,,,,pending,,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/yellow-cards-reset-group-stage-quarter-final,,,No later observed team match within the edition cutoff.,,,,,
