card_id,edition,match_number,match_id,date_utc,stage,team_id,team,opponent,recipient_type,player_id,player,card_type,minute_label,t_min,period,event_scope,nominal_basis_min,t_end_min,t_end_source,source_url,source_archive
2018-009-17055000000522,2018,9,300331525,2018-06-17T18:00:00Z,group,43971,Switzerland,Brazil,player,196605,LICHTSTEINER,Y,31',31,3,in_play,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331525?language=en,data/raw/2018/fifa/timelines/m009_300331525.json
2018-009-17055000000838,2018,9,300331525,2018-06-17T18:00:00Z,group,43924,Brazil,Switzerland,player,308386,CASEMIRO,Y,47',47,5,in_play,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331525?language=en,data/raw/2018/fifa/timelines/m009_300331525.json
2018-009-17055000001137,2018,9,300331525,2018-06-17T18:00:00Z,group,43971,Switzerland,Brazil,player,356411,SCHÄR,Y,65',65,5,in_play,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331525?language=en,data/raw/2018/fifa/timelines/m009_300331525.json
2018-009-17055000001166,2018,9,300331525,2018-06-17T18:00:00Z,group,43971,Switzerland,Brazil,player,216627,BEHRAMI,Y,68',68,5,in_play,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331525?language=en,data/raw/2018/fifa/timelines/m009_300331525.json
2018-010-17054900000357,2018,10,300331529,2018-06-17T12:00:00Z,group,43901,Costa Rica,Serbia,player,339797,F. CALVO,Y,22',22,3,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331529?language=en,data/raw/2018/fifa/timelines/m010_300331529.json
2018-010-17054900000887,2018,10,300331529,2018-06-17T12:00:00Z,group,43901,Costa Rica,Serbia,player,270143,D. GUZMAN,Y,56',56,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331529?language=en,data/raw/2018/fifa/timelines/m010_300331529.json
2018-010-17054900000924,2018,10,300331529,2018-06-17T12:00:00Z,group,1902465,Serbia,Costa Rica,player,214388,IVANOVIĆ,Y,59',59,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331529?language=en,data/raw/2018/fifa/timelines/m010_300331529.json
2018-010-17054900001470,2018,10,300331529,2018-06-17T12:00:00Z,group,1902465,Serbia,Costa Rica,player,294103,PRIJOVIĆ,Y,90'+8',98,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331529?language=en,data/raw/2018/fifa/timelines/m010_300331529.json
2018-011-17055500000601,2018,11,300331502,2018-06-17T15:00:00Z,group,43911,Mexico,Germany,player,238112,H. MORENO,Y,40',40,3,in_play,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331502?language=en,data/raw/2018/fifa/timelines/m011_300331502.json
2018-011-17055500001322,2018,11,300331502,2018-06-17T15:00:00Z,group,43948,Germany,Mexico,player,321722,MÜLLER,Y,83',83,5,in_play,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331502?language=en,data/raw/2018/fifa/timelines/m011_300331502.json
2018-011-17055500001352,2018,11,300331502,2018-06-17T15:00:00Z,group,43948,Germany,Mexico,player,311150,HUMMELS,Y,84',84,5,in_play,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331502?language=en,data/raw/2018/fifa/timelines/m011_300331502.json
2018-011-17055500001426,2018,11,300331502,2018-06-17T15:00:00Z,group,43911,Mexico,Germany,player,329092,H. HERRERA,Y,90',90,5,in_play,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331502?language=en,data/raw/2018/fifa/timelines/m011_300331502.json
2018-012-17055600000184,2018,12,300331499,2018-06-18T12:00:00Z,group,43822,Korea Republic,Sweden,player,321745,S W KIM,Y,13',13,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331499?language=en,data/raw/2018/fifa/timelines/m012_300331499.json
2018-012-17055600000880,2018,12,300331499,2018-06-18T12:00:00Z,group,43822,Korea Republic,Sweden,player,395083,H C HWANG,Y,55',55,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331499?language=en,data/raw/2018/fifa/timelines/m012_300331499.json
2018-012-17055600000939,2018,12,300331499,2018-06-18T12:00:00Z,group,43970,Sweden,Korea Republic,player,401465,CLAESSON,Y,61',61,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331499?language=en,data/raw/2018/fifa/timelines/m012_300331499.json
2018-013-17056100000246,2018,13,300331539,2018-06-18T15:00:00Z,group,43935,Belgium,Panama,player,358122,MEUNIER,Y,14',14,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000323,2018,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,player,337232,DAVIS,Y,18',18,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000729,2018,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,player,400416,BARCENAS,Y,45'+2',47,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000791,2018,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,player,267700,COOPER,Y,49',49,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000827,2018,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,player,385031,MURILLO,Y,51',51,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000890,2018,13,300331539,2018-06-18T15:00:00Z,group,43914,Panama,Belgium,player,269514,GODOY,Y,57',57,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100000908,2018,13,300331539,2018-06-18T15:00:00Z,group,43935,Belgium,Panama,player,290904,VERTONGHEN,Y,59',59,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-013-17056100001322,2018,13,300331539,2018-06-18T15:00:00Z,group,43935,Belgium,Panama,player,358120,DE BRUYNE,Y,88',88,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331539?language=en,data/raw/2018/fifa/timelines/m013_300331539.json
2018-014-17056200000455,2018,14,300331554,2018-06-18T18:00:00Z,group,43942,England,Tunisia,player,356750,WALKER,Y,34',34,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331554?language=en,data/raw/2018/fifa/timelines/m014_300331554.json
2018-015-17056700000212,2018,15,300331545,2018-06-19T15:00:00Z,group,43962,Poland,Senegal,player,269735,KRYCHOWIAK,Y,12',12,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331545?language=en,data/raw/2018/fifa/timelines/m015_300331545.json
2018-015-17056700000805,2018,15,300331545,2018-06-19T15:00:00Z,group,43879,Senegal,Poland,player,370169,S. SANE,Y,49',49,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331545?language=en,data/raw/2018/fifa/timelines/m015_300331545.json
2018-015-17056700001096,2018,15,300331545,2018-06-19T15:00:00Z,group,43879,Senegal,Poland,player,332314,GANA,Y,72',72,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331545?language=en,data/raw/2018/fifa/timelines/m015_300331545.json
2018-016-17056800000070,2018,16,300331550,2018-06-19T12:00:00Z,group,43926,Colombia,Japan,player,280487,C. SANCHEZ,R,4',4,3,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331550?language=en,data/raw/2018/fifa/timelines/m016_300331550.json
2018-016-17056800001015,2018,16,300331550,2018-06-19T12:00:00Z,group,43926,Colombia,Japan,player,394377,BARRIOS,Y,64',64,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331550?language=en,data/raw/2018/fifa/timelines/m016_300331550.json
2018-016-17056800001322,2018,16,300331550,2018-06-19T12:00:00Z,group,43926,Colombia,Japan,player,269058,JAMES,Y,86',86,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331550?language=en,data/raw/2018/fifa/timelines/m016_300331550.json
2018-016-17056800001487,2018,16,300331550,2018-06-19T12:00:00Z,group,43819,Japan,Colombia,player,198117,KAWASHIMA,Y,90'+3',93,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331550?language=en,data/raw/2018/fifa/timelines/m016_300331550.json
2018-017-17052700000926,2018,17,300331495,2018-06-19T18:00:00Z,group,43855,Egypt,Russia,player,363863,M. TREZIGUET,Y,57',57,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331495?language=en,data/raw/2018/fifa/timelines/m017_300331495.json
2018-017-17052700001303,2018,17,300331495,2018-06-19T18:00:00Z,group,43965,Russia,Egypt,player,358871,SMOLOV,Y,84',84,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331495?language=en,data/raw/2018/fifa/timelines/m017_300331495.json
2018-019-17053300000649,2018,19,300331511,2018-06-20T12:00:00Z,group,43872,Morocco,Portugal,player,305954,BENATIA,Y,40',40,3,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331511?language=en,data/raw/2018/fifa/timelines/m019_300331511.json
2018-019-17053300001474,2018,19,300331511,2018-06-20T12:00:00Z,group,43963,Portugal,Morocco,player,319491,ADRIEN,Y,90'+2',92,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331511?language=en,data/raw/2018/fifa/timelines/m019_300331511.json
2018-020-17053400001233,2018,20,300331496,2018-06-20T18:00:00Z,group,43817,Iran,Spain,player,384795,V. AMIRI,Y,79',79,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331496?language=en,data/raw/2018/fifa/timelines/m020_300331496.json
2018-020-17053400001479,2018,20,300331496,2018-06-20T18:00:00Z,group,43817,Iran,Spain,player,346735,OMID,Y,90'+2',92,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331496?language=en,data/raw/2018/fifa/timelines/m020_300331496.json
2018-021-17053900000276,2018,21,300331527,2018-06-21T15:00:00Z,group,43946,France,Peru,player,358014,MATUIDI,Y,16',16,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331527?language=en,data/raw/2018/fifa/timelines/m021_300331527.json
2018-021-17053900000377,2018,21,300331527,2018-06-21T15:00:00Z,group,43929,Peru,France,player,225497,GUERRERO,Y,23',23,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331527?language=en,data/raw/2018/fifa/timelines/m021_300331527.json
2018-021-17053900001329,2018,21,300331527,2018-06-21T15:00:00Z,group,43929,Peru,France,player,397696,AQUINO,Y,81',81,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331527?language=en,data/raw/2018/fifa/timelines/m021_300331527.json
2018-021-17053900001407,2018,21,300331527,2018-06-21T15:00:00Z,group,43946,France,Peru,player,367388,POGBA,Y,86',86,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331527?language=en,data/raw/2018/fifa/timelines/m021_300331527.json
2018-022-17054000000590,2018,22,300331518,2018-06-21T12:00:00Z,group,43941,Denmark,Australia,player,336133,YURARY,Y,37',37,3,in_play,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331518?language=en,data/raw/2018/fifa/timelines/m022_300331518.json
2018-022-17054000001309,2018,22,300331518,2018-06-21T12:00:00Z,group,43941,Denmark,Australia,player,395448,SISTO,Y,84',84,5,in_play,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331518?language=en,data/raw/2018/fifa/timelines/m022_300331518.json
2018-023-17054500000584,2018,23,300331513,2018-06-21T18:00:00Z,group,43938,Croatia,Argentina,player,369058,REBIĆ,Y,39',39,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500000856,2018,23,300331513,2018-06-21T18:00:00Z,group,43922,Argentina,Croatia,player,266796,MERCADO,Y,51',51,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500000931,2018,23,300331513,2018-06-21T18:00:00Z,group,43938,Croatia,Argentina,player,375518,MANDŽUKIĆ,Y,58',58,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500001072,2018,23,300331513,2018-06-21T18:00:00Z,group,43938,Croatia,Argentina,player,336485,VRSALJKO,Y,67',67,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500001334,2018,23,300331513,2018-06-21T18:00:00Z,group,43922,Argentina,Croatia,player,310116,OTAMENDI,Y,85',85,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500001343,2018,23,300331513,2018-06-21T18:00:00Z,group,43922,Argentina,Croatia,player,401204,ACUÑA,Y,87',87,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-023-17054500001433,2018,23,300331513,2018-06-21T18:00:00Z,group,43938,Croatia,Argentina,player,297373,ĆORLUKA,Y,90'+4',94,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331513?language=en,data/raw/2018/fifa/timelines/m023_300331513.json
2018-024-17054600000631,2018,24,300331497,2018-06-22T15:00:00Z,group,43876,Nigeria,Iceland,player,411700,IDOWU,Y,44',44,3,in_play,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331497?language=en,data/raw/2018/fifa/timelines/m024_300331497.json
2018-025-17055100001384,2018,25,300331540,2018-06-22T12:00:00Z,group,43924,Brazil,Costa Rica,player,314197,NEYMAR JR,Y,81',81,5,in_play,90,99,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331540?language=en,data/raw/2018/fifa/timelines/m025_300331540.json
2018-025-17055100001385,2018,25,300331540,2018-06-22T12:00:00Z,group,43924,Brazil,Costa Rica,player,308366,P. COUTINHO,Y,81',81,5,in_play,90,99,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331540?language=en,data/raw/2018/fifa/timelines/m025_300331540.json
2018-025-17055100001423,2018,25,300331540,2018-06-22T12:00:00Z,group,43901,Costa Rica,Brazil,player,339447,J. ACOSTA,Y,84',84,5,in_play,90,99,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331540?language=en,data/raw/2018/fifa/timelines/m025_300331540.json
2018-026-17055200000510,2018,26,300340183,2018-06-22T18:00:00Z,group,1902465,Serbia,Switzerland,player,385545,SERGEJ,Y,33',33,3,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-026-17055200000588,2018,26,300340183,2018-06-22T18:00:00Z,group,1902465,Serbia,Switzerland,player,365641,MILIVOJEVIĆ,Y,39',39,3,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-026-17055200000689,2018,26,300340183,2018-06-22T18:00:00Z,group,1902465,Serbia,Switzerland,player,310082,MATIĆ,Y,45'+2',47,3,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-026-17055200001306,2018,26,300340183,2018-06-22T18:00:00Z,group,1902465,Serbia,Switzerland,player,370456,MITROVIĆ,Y,87',87,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-026-17055200001352,2018,26,300340183,2018-06-22T18:00:00Z,group,43971,Switzerland,Serbia,player,321653,SHAQIRI,Y,90'+1',91,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340183?language=en,data/raw/2018/fifa/timelines/m026_300340183.json
2018-027-17055700000806,2018,27,300331501,2018-06-23T18:00:00Z,group,43970,Sweden,Germany,player,360340,EKDAL,Y,52',52,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331501?language=en,data/raw/2018/fifa/timelines/m027_300331501.json
2018-027-17055700001108,2018,27,300331501,2018-06-23T18:00:00Z,group,43948,Germany,Sweden,player,299442,BOATENG,Y,71',71,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331501?language=en,data/raw/2018/fifa/timelines/m027_300331501.json
2018-027-17055700001234,2018,27,300331501,2018-06-23T18:00:00Z,group,43948,Germany,Sweden,player,299442,BOATENG,Y2,82',82,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331501?language=en,data/raw/2018/fifa/timelines/m027_300331501.json
2018-027-17055700001413,2018,27,300331501,2018-06-23T18:00:00Z,group,43970,Sweden,Germany,player,214675,LARSSON,Y,90'+7',97,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331501?language=en,data/raw/2018/fifa/timelines/m027_300331501.json
2018-028-17055800000814,2018,28,300331549,2018-06-23T15:00:00Z,group,43822,Korea Republic,Mexico,player,375754,Y G KIM,Y,58',58,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331549?language=en,data/raw/2018/fifa/timelines/m028_300331549.json
2018-028-17055800000902,2018,28,300331549,2018-06-23T15:00:00Z,group,43822,Korea Republic,Mexico,player,363578,Y LEE,Y,63',63,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331549?language=en,data/raw/2018/fifa/timelines/m028_300331549.json
2018-028-17055800000988,2018,28,300331549,2018-06-23T15:00:00Z,group,43822,Korea Republic,Mexico,player,390081,S W LEE,Y,72',72,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331549?language=en,data/raw/2018/fifa/timelines/m028_300331549.json
2018-028-17055800001091,2018,28,300331549,2018-06-23T15:00:00Z,group,43822,Korea Republic,Mexico,player,356534,W Y JUNG,Y,80',80,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331549?language=en,data/raw/2018/fifa/timelines/m028_300331549.json
2018-029-17056300000201,2018,29,300331547,2018-06-23T12:00:00Z,group,43888,Tunisia,Belgium,player,370575,SASSI,Y,14',14,3,in_play,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331547?language=en,data/raw/2018/fifa/timelines/m029_300331547.json
2018-030-17056400000115,2018,30,300331546,2018-06-24T12:00:00Z,group,43914,Panama,England,player,267700,COOPER,Y,10',10,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331546?language=en,data/raw/2018/fifa/timelines/m030_300331546.json
2018-030-17056400000267,2018,30,300331546,2018-06-24T12:00:00Z,group,43942,England,Panama,player,411303,LOFTUS-CHEEK,Y,23',23,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331546?language=en,data/raw/2018/fifa/timelines/m030_300331546.json
2018-030-17056400000519,2018,30,300331546,2018-06-24T12:00:00Z,group,43914,Panama,England,player,385030,ESCOBAR,Y,45',45,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331546?language=en,data/raw/2018/fifa/timelines/m030_300331546.json
2018-030-17056400001019,2018,30,300331546,2018-06-24T12:00:00Z,group,43914,Panama,England,player,385031,MURILLO,Y,72',72,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331546?language=en,data/raw/2018/fifa/timelines/m030_300331546.json
2018-031-17057000001031,2018,31,300331508,2018-06-24T18:00:00Z,group,43962,Poland,Colombia,player,406995,BEDNAREK,Y,61',61,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331508?language=en,data/raw/2018/fifa/timelines/m031_300331508.json
2018-031-17057000001366,2018,31,300331508,2018-06-24T18:00:00Z,group,43962,Poland,Colombia,player,402079,GÓRALSKI,Y,85',85,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331508?language=en,data/raw/2018/fifa/timelines/m031_300331508.json
2018-032-17056900000829,2018,32,300331505,2018-06-24T15:00:00Z,group,43879,Senegal,Japan,player,336000,NIANG,Y,59',59,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-032-17056900000953,2018,32,300331505,2018-06-24T15:00:00Z,group,43819,Japan,Senegal,player,271255,INUI,Y,68',68,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-032-17056900001227,2018,32,300331505,2018-06-24T15:00:00Z,group,43879,Senegal,Japan,player,368848,SABALY,Y,90',90,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-032-17056900001235,2018,32,300331505,2018-06-24T15:00:00Z,group,43879,Senegal,Japan,player,395925,CH. NDOYE,Y,90'+1',91,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-032-17056900001296,2018,32,300331505,2018-06-24T15:00:00Z,group,43819,Japan,Senegal,player,289027,HASEBE,Y,90'+4',94,5,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331505?language=en,data/raw/2018/fifa/timelines/m032_300331505.json
2018-033-17052900000132,2018,33,300331516,2018-06-25T14:00:00Z,group,43965,Russia,Uruguay,player,379988,GAZINSKII,Y,9',9,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331516?language=en,data/raw/2018/fifa/timelines/m033_300331516.json
2018-033-17052900000342,2018,33,300331516,2018-06-25T14:00:00Z,group,43965,Russia,Uruguay,player,375357,SMOLNIKOV,Y,28',28,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331516?language=en,data/raw/2018/fifa/timelines/m033_300331516.json
2018-033-17052900000466,2018,33,300331516,2018-06-25T14:00:00Z,group,43965,Russia,Uruguay,player,375357,SMOLNIKOV,Y2,36',36,3,in_play,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331516?language=en,data/raw/2018/fifa/timelines/m033_300331516.json
2018-034-17053000000691,2018,34,300331509,2018-06-25T14:00:00Z,group,43855,Egypt,Saudi Arabia,player,401838,ALI GABR,Y,45'+5',50,3,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331509?language=en,data/raw/2018/fifa/timelines/m034_300331509.json
2018-034-17053000001336,2018,34,300331509,2018-06-25T14:00:00Z,group,43855,Egypt,Saudi Arabia,player,303682,A. FATHI,Y,86',86,5,in_play,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331509?language=en,data/raw/2018/fifa/timelines/m034_300331509.json
2018-035-17053600000445,2018,35,300331500,2018-06-25T18:00:00Z,group,43963,Portugal,Iran,player,395213,RAPHAEL,Y,33',33,3,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331500?language=en,data/raw/2018/fifa/timelines/m035_300331500.json
2018-035-17053600000815,2018,35,300331500,2018-06-25T18:00:00Z,group,43817,Iran,Portugal,player,288961,HAJI SAFI,Y,52',52,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331500?language=en,data/raw/2018/fifa/timelines/m035_300331500.json
2018-035-17053600000825,2018,35,300331500,2018-06-25T18:00:00Z,group,43817,Iran,Portugal,player,379887,SARDAR,Y,54',54,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331500?language=en,data/raw/2018/fifa/timelines/m035_300331500.json
2018-035-17053600000960,2018,35,300331500,2018-06-25T18:00:00Z,group,43963,Portugal,Iran,player,189810,QUARESMA,Y,64',64,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331500?language=en,data/raw/2018/fifa/timelines/m035_300331500.json
2018-035-17053600001214,2018,35,300331500,2018-06-25T18:00:00Z,group,43963,Portugal,Iran,player,201200,RONALDO,Y,83',83,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331500?language=en,data/raw/2018/fifa/timelines/m035_300331500.json
2018-035-17053600001358,2018,35,300331500,2018-06-25T18:00:00Z,group,43963,Portugal,Iran,player,336491,CÉDRIC,Y,90'+8',98,5,in_play,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331500?language=en,data/raw/2018/fifa/timelines/m035_300331500.json
2018-036-17053500000320,2018,36,300340184,2018-06-25T18:00:00Z,group,43872,Morocco,Spain,player,232674,EL AHMADI,Y,22',22,3,in_play,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340184?language=en,data/raw/2018/fifa/timelines/m036_300340184.json
